Time,Event,UnempIns,Age,LogWage,Tenure,RepRate,DisRate,HeadOfHousehold,Married,Female,Childen,NonWhite,BlueCollar,Mining,Construction,Transportation,Trade,Services,PublicAdmin
23,0,1,23,5.07517,2,0.591,0.063,1,0,0,0,0,1,0,0,0,0,0,0
3,0,1,25,5.70378,0,0.463,0.033,1,0,0,0,0,1,0,1,0,0,0,0
2,0,0,39,4.78749,0,0.591,0.083,0,0,1,0,0,1,0,0,0,0,0,0
11,0,1,57,5.39363,0,0.591,0.045,1,1,0,0,0,1,0,0,0,0,0,0
4,0,0,29,5.19296,0,0.591,0.056,1,1,0,1,1,1,0,1,0,0,0,0
2,1,0,38,5.29832,3,0.591,0.05,1,1,0,1,0,1,0,0,0,0,1,0
5,0,1,20,5.07517,0,0.591,0.063,0,1,1,0,0,0,0,0,0,0,1,0
6,0,1,21,5.02388,0,0.591,0.066,1,0,0,0,0,1,0,0,0,0,0,0
2,0,1,30,5.70378,2,0.463,0.033,1,1,0,1,0,1,0,0,0,1,0,0
4,1,0,36,5.19296,2,0.591,0.056,1,1,0,1,0,1,0,0,0,0,0,0
3,0,0,23,5.39363,2,0.591,0.045,1,1,0,1,0,1,0,0,0,1,0,0
9,0,1,33,5.39363,2,0.591,0.045,0,1,1,1,0,1,0,0,0,0,0,0
1,1,0,25,6.09807,1,0.312,0.022,1,0,0,0,0,0,0,0,0,0,1,0
3,1,0,39,5.29832,1,0.52,0.01,0,1,1,1,0,0,0,0,0,1,0,0
1,1,0,53,6.10925,20,0.431,0.004,1,1,0,0,0,1,0,1,0,0,0,0
7,1,0,35,5.0814,1,0.52,0.012,1,1,0,0,1,0,0,1,0,0,0,0
7,1,1,37,5.70378,0,0.52,0.007,0,1,1,1,1,0,0,0,0,0,0,0
12,0,0,40,6.04025,12,0.462,0.005,1,1,0,0,0,1,0,0,0,0,0,0
15,1,1,44,6.90776,5,0.194,0.002,1,1,0,1,1,0,0,0,0,0,0,1
2,1,1,37,6.90776,6,0.194,0.002,1,0,0,0,0,0,0,0,0,0,1,0
1,1,1,34,5.34711,1,0.52,0.01,1,0,1,1,1,0,0,0,0,0,0,0
14,0,1,60,5.29832,2,0.55,0.025,0,1,1,0,0,1,0,0,0,0,0,0
1,1,1,22,5.70378,3,0.55,0.017,1,0,1,0,0,0,0,0,0,0,1,0
8,0,1,28,5.01064,5,0.55,0.033,0,1,1,1,0,1,0,0,1,0,0,0
9,0,1,29,5.07517,2,0.55,0.031,1,1,0,1,0,1,0,0,0,0,0,0
3,0,1,20,5.01064,0,0.55,0.033,0,0,1,1,0,1,0,0,0,0,0,0
8,0,1,25,5.52146,1,0.55,0.02,1,1,0,0,0,0,0,0,0,0,1,0
14,1,1,32,5.99146,2,0.435,0.013,1,1,0,1,0,1,0,0,0,0,0,0
7,1,1,37,6.68461,1,0.218,0.006,1,1,0,1,0,0,0,0,0,0,0,0
1,0,0,53,5.52146,8,0.55,0.02,1,1,0,0,0,0,0,0,0,1,0,0
7,0,1,31,5.1358,5,0.55,0.029,0,1,1,1,0,1,0,0,0,0,0,0
8,0,0,38,5.29832,4,0.5,0.25,1,0,0,0,0,1,0,0,0,1,0,0
1,1,0,52,5.16479,1,0.5,0.25,0,1,1,0,0,0,0,0,1,0,0,0
6,0,0,30,5.78383,0,0.5,0.25,1,1,0,1,0,0,0,0,0,0,1,0
14,0,1,21,5.82895,1,0.5,0.25,0,0,0,1,0,0,0,0,0,1,0,0
9,0,1,37,6.21461,3,0.346,0.173,0,0,0,0,0,0,0,1,0,0,0,0
9,0,1,37,6.21461,7,0.346,0.173,1,0,0,0,0,0,0,0,0,1,0,0
9,0,0,37,5.99146,16,0.433,0.216,1,0,1,0,0,0,0,0,0,0,1,0
11,0,1,35,5.52146,0,0.5,0.25,0,1,1,1,0,1,0,0,0,0,0,0
5,1,0,26,5.01064,0,0.5,0.25,0,0,0,0,1,1,0,0,0,0,0,0
2,0,0,27,5.22036,0,0.5,0.25,1,1,0,1,0,1,0,0,0,0,0,0
11,0,1,43,5.63479,1,0.5,0.25,1,0,1,0,0,0,0,0,0,0,0,0
13,0,1,26,4.75359,0,0.5,0.25,1,0,1,1,0,0,1,0,0,0,0,0
2,0,0,20,5.29832,1,0.5,0.25,0,0,0,1,0,1,0,0,0,1,0,0
7,0,1,29,5.63479,2,0.5,0.25,1,0,1,0,0,1,0,0,0,0,0,0
1,1,0,33,5.39363,5,0.624,0.125,1,1,0,1,0,1,0,0,0,0,0,0
9,1,1,55,5.61677,23,0.513,0.103,1,1,0,0,0,1,0,0,0,0,0,0
5,1,0,23,5.99146,0,0.353,0.071,0,0,0,0,0,0,0,0,0,0,1,0
4,0,1,41,6.55108,0,0.201,0.04,1,1,0,1,0,1,0,1,0,0,0,0
1,1,1,37,5.28827,4,0.624,0.125,1,1,0,1,0,1,0,0,0,0,0,0
8,0,1,44,5.84644,2,0.408,0.082,0,1,1,1,1,0,0,0,0,0,0,0
5,1,0,25,5.70378,5,0.47,0.094,0,0,1,0,0,0,0,0,0,1,0,0
7,1,0,42,5.99146,1,0.353,0.071,1,0,0,0,0,1,0,0,0,0,0,0
2,0,0,24,5.99146,1,0.463,0.231,1,1,0,0,0,0,0,0,0,0,0,0
18,1,1,59,5.29832,5,0.5,0.25,1,1,0,0,0,1,0,1,0,0,0,0
9,0,1,28,6.21461,6,0.37,0.185,1,1,0,0,0,1,0,0,1,0,0,0
2,0,1,20,5.70378,0,0.5,0.25,1,1,0,1,0,0,0,0,0,0,0,0
1,0,0,27,5.10595,0,0.5,0.25,1,0,0,0,0,1,0,0,0,1,0,0
4,0,1,35,5.52146,0,0.5,0.25,1,1,0,1,0,1,0,1,0,0,0,0
6,0,1,28,5.70378,0,0.5,0.25,0,1,1,1,0,1,0,0,1,0,0,0
15,0,1,40,6.10925,3,0.411,0.206,1,1,0,1,0,1,0,0,0,0,0,1
4,0,0,20,5.51745,0,0.5,0.25,0,0,0,0,0,1,0,0,0,0,0,0
5,0,1,31,5.52146,10,0.5,0.25,1,1,0,1,0,1,0,0,1,0,0,0
8,0,1,44,6.01859,23,0.45,0.225,0,1,1,1,0,0,0,0,0,1,0,0
2,1,0,26,5.99146,1,0.463,0.231,1,0,0,0,0,0,0,0,0,0,0,0
3,0,0,44,5.33754,1,0.5,0.25,1,1,0,1,0,0,0,0,0,1,0,0
3,0,1,45,5.70378,1,0.5,0.25,1,1,0,1,0,1,0,0,0,0,0,0
3,0,0,43,6.14847,10,0.395,0.198,1,1,0,1,0,0,0,0,0,1,0,0
7,0,1,43,5.56068,9,0.5,0.25,0,1,1,1,0,1,0,0,0,0,0,0
1,0,0,22,4.82831,2,0.5,0.25,1,0,0,0,0,1,0,0,0,0,1,0
2,0,0,22,4.09434,0,0.5,0.167,0,0,1,0,1,0,0,0,0,0,1,0
4,1,1,30,5.29832,0,0.5,0.15,0,0,0,0,1,1,0,1,0,0,0,0
5,0,1,40,4.94164,0,0.5,0.15,1,0,0,0,0,1,0,0,0,0,0,0
2,0,1,22,5.29832,1,0.5,0.15,1,0,0,0,0,1,0,0,0,1,0,0
1,1,0,46,4.78749,4,0.5,0.15,0,1,1,0,0,1,0,0,0,0,1,0
4,0,1,47,6.05209,16,0.388,0.116,1,1,0,0,1,1,0,0,1,0,0,0
8,0,1,54,5.19296,37,0.5,0.15,1,0,1,0,1,1,0,0,0,0,0,0
2,1,0,33,6.55108,3,0.236,0.071,1,1,0,1,0,1,0,0,1,0,0,0
3,0,0,22,5.85793,0,0.471,0.141,0,0,0,0,0,0,0,0,0,0,0,0
6,0,1,59,5.70378,2,0.487,0.05,0,1,1,0,0,0,0,0,0,0,1,0
5,1,0,27,5.19296,0,0.5,0.083,0,0,0,0,0,1,0,0,0,1,0,0
14,0,1,27,5.52146,2,0.5,0.06,0,1,1,1,0,1,0,0,0,0,0,0
4,0,0,22,5.29832,1,0.5,0.075,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,21,5.85793,4,0.417,0.043,1,1,0,1,0,1,0,0,0,0,0,0
3,0,1,21,5.85793,3,0.417,0.043,1,0,0,0,0,1,0,0,1,0,0,0
3,0,1,35,5.34711,1,0.5,0.071,1,1,0,1,0,1,0,0,0,1,0,0
3,1,1,44,6.21461,0,0.292,0.03,1,1,0,0,0,0,0,0,1,0,0,0
3,0,0,41,6.30992,0,0.333,0.166,1,1,0,1,0,1,0,1,0,0,0,0
1,1,0,43,5.92693,2,0.488,0.244,1,1,0,1,0,0,0,0,0,1,0,0
10,0,1,55,7.09008,0,0.153,0.076,1,0,0,0,0,1,0,0,0,0,0,1
1,0,0,27,6.34564,0,0.321,0.161,1,1,0,1,0,1,0,0,0,0,1,0
3,1,1,32,7.09008,1,0.153,0.076,1,0,0,0,0,1,1,0,0,0,0,0
3,0,0,42,7.00307,0,0.166,0.083,1,1,0,0,0,1,0,0,0,1,0,0
7,0,0,21,5.76832,0,0.52,0.26,0,0,0,0,0,1,0,1,0,0,0,0
17,0,1,32,5.16479,1,0.52,0.26,1,1,0,1,0,1,0,0,0,1,0,0
7,0,0,23,5.70378,0,0.52,0.26,0,0,0,0,0,1,1,0,0,0,0,0
4,1,1,35,5.92693,1,0.488,0.244,1,1,0,1,0,1,0,1,0,0,0,0
15,0,0,29,5.19296,2,0.52,0.26,0,1,1,1,0,0,0,0,0,1,0,0
5,0,0,23,5.70378,0,0.52,0.26,0,0,0,0,0,1,0,1,0,0,0,0
16,1,1,32,7.00307,4,0.166,0.083,1,1,0,1,0,1,1,0,0,0,0,0
2,0,0,23,5.1358,0,0.52,0.26,0,0,1,0,0,1,0,0,0,0,0,0
1,1,0,42,5.99146,3,0.458,0.229,1,0,0,0,0,1,0,1,0,0,0,0
13,0,1,30,6.80239,3,0.203,0.102,1,1,0,1,0,0,1,0,0,0,0,0
2,0,1,22,5.52146,3,0.52,0.26,0,0,1,0,0,0,0,0,0,1,0,0
4,0,0,43,5.85793,0,0.52,0.26,1,1,0,1,0,1,1,0,0,0,0,0
8,0,0,21,5.01064,1,0.52,0.26,0,0,1,0,0,0,0,0,0,0,1,0
6,0,1,20,5.63479,0,0.52,0.26,0,1,1,0,0,1,0,0,0,1,0,0
3,1,0,35,6.39693,6,0.305,0.153,1,1,0,1,0,0,1,0,0,0,0,0
1,0,0,20,3.4012,0,1.133,0.567,0,0,1,0,0,0,0,0,0,0,1,0
14,1,1,61,6.02587,5,0.465,0.116,1,0,1,0,0,0,0,0,1,0,0,0
13,1,1,30,5.56068,2,0.52,0.13,1,0,1,0,1,0,0,0,0,0,1,0
10,0,0,33,5.24175,2,0.52,0.13,1,1,0,0,0,1,0,1,0,0,0,0
7,1,1,36,5.64897,12,0.52,0.13,1,1,0,1,0,1,0,0,0,1,0,0
27,0,1,35,5.33754,1,0.52,0.13,1,1,0,1,0,1,0,0,0,1,0,0
5,0,1,55,5.2933,12,0.52,0.13,1,1,0,0,0,1,1,0,0,0,0,0
5,0,1,49,4.89035,4,0.52,0.13,1,0,1,0,0,1,0,0,0,0,0,0
10,0,0,24,4.81218,0,0.52,0.13,0,0,1,1,0,1,0,0,0,0,0,0
3,0,0,38,5.19296,1,0.52,0.13,1,1,0,1,0,1,0,1,0,0,0,0
5,0,0,36,4.91998,6,0.52,0.13,1,0,1,1,1,1,0,0,0,0,1,0
11,0,0,24,4.79579,5,0.52,0.13,0,0,0,1,0,1,0,0,0,1,0,0
4,0,0,31,4.95583,1,0.52,0.13,1,0,0,0,0,1,0,0,0,1,0,0
1,1,0,25,6.4599,0,0.301,0.075,1,0,0,0,0,0,0,0,1,0,0,0
1,1,0,24,5.78996,1,0.52,0.13,1,1,0,0,0,1,0,1,0,0,0,0
5,0,0,22,4.89035,0,0.52,0.13,0,0,1,0,0,0,0,0,0,1,0,0
3,0,0,45,5.42495,3,0.52,0.13,1,1,0,1,1,1,0,1,0,0,0,0
5,1,1,37,5.19296,2,0.52,0.13,0,1,1,1,0,1,0,0,0,0,0,0
2,0,1,47,5.77455,6,0.52,0.13,1,1,0,0,0,0,0,0,1,0,0,0
3,1,1,34,4.7362,2,0.52,0.13,0,1,1,1,0,1,0,0,0,1,0,0
2,0,0,25,5.93754,0,0.508,0.127,1,0,0,0,0,1,0,1,0,0,0,0
4,1,0,32,6.16121,7,0.406,0.102,1,1,0,0,0,0,1,0,0,0,0,0
9,0,0,37,4.75359,0,0.52,0.13,0,1,1,1,0,1,0,0,0,0,0,0
1,1,0,25,5.71373,0,0.52,0.13,1,1,0,1,1,1,0,1,0,0,0,0
1,1,0,31,6.34212,1,0.338,0.085,1,0,1,0,0,0,0,0,0,0,1,0
8,0,1,23,5.93754,1,0.508,0.127,0,0,1,1,0,1,0,0,0,1,0,0
8,0,1,30,5.02388,1,0.52,0.13,0,0,0,1,1,1,0,0,1,0,0,0
5,0,0,36,5.93754,1,0.508,0.127,1,0,0,1,0,1,0,0,0,0,0,0
2,1,0,41,5.93754,5,0.508,0.127,0,1,1,0,0,0,0,0,0,0,0,0
2,1,1,32,6.34212,13,0.338,0.085,1,1,0,1,0,0,0,0,0,0,0,0
4,0,1,53,6.37502,30,0.327,0.082,1,0,0,0,0,0,0,0,0,0,0,0
9,0,1,41,5.94803,2,0.502,0.126,0,1,1,1,0,0,0,0,0,0,1,0
4,1,1,38,6.08222,15,0.439,0.11,0,1,1,0,0,0,0,0,0,1,0,0
2,0,0,47,5.79301,0,0.52,0.13,1,1,0,0,0,1,0,0,0,0,0,0
3,0,0,44,4.49981,3,0.52,0.13,0,1,1,0,0,1,0,0,0,1,0,0
1,1,1,27,5.42495,1,0.52,0.13,1,1,0,0,0,0,0,0,0,1,0,0
23,0,0,21,4.85203,0,0.52,0.13,1,1,0,0,0,1,0,0,1,0,0,0
9,1,1,29,5.46806,10,0.52,0.13,0,1,1,1,0,0,0,1,0,0,0,0
7,0,0,25,5.46806,0,0.52,0.13,1,1,0,1,1,1,0,0,0,0,1,0
9,1,1,21,5.98645,3,0.483,0.121,1,0,1,0,0,0,0,0,0,0,1,0
6,0,0,54,4.84419,0,0.52,0.13,1,0,1,0,0,0,0,0,0,1,0,0
6,0,0,20,5.11199,0,0.52,0.13,0,0,0,0,0,1,0,0,0,0,0,0
5,0,1,35,5.46806,1,0.52,0.13,1,1,0,1,0,0,0,1,0,0,0,0
5,0,0,26,5.58725,4,0.52,0.13,1,0,1,0,0,0,0,0,0,0,1,0
7,1,1,31,5.99894,2,0.478,0.119,1,0,1,0,0,0,0,0,0,1,0,0
3,0,0,33,6.27288,9,0.363,0.091,1,1,0,1,0,1,0,1,0,0,0,0
17,0,1,37,6.16121,5,0.406,0.102,1,1,0,1,0,1,0,0,0,0,1,0
2,1,0,23,5.80513,4,0.52,0.13,0,0,1,0,0,0,0,0,0,1,0,0
3,0,0,21,6.4677,0,0.299,0.075,1,0,0,0,1,0,0,0,0,1,0,0
2,0,1,28,6.05444,1,0.451,0.113,1,0,1,1,1,0,0,0,0,0,1,0
13,0,1,51,5.85793,13,0.52,0.13,1,1,0,1,0,1,0,1,0,0,0,0
2,1,1,39,6.80239,2,0.214,0.053,1,1,0,1,0,0,0,0,0,0,1,0
14,1,1,30,5.1358,2,0.52,0.13,0,1,1,1,0,0,0,0,0,1,0,0
5,1,1,38,6.16121,4,0.406,0.102,0,1,1,1,0,0,0,1,0,0,0,0
13,0,1,30,5.46806,1,0.52,0.13,1,1,0,1,0,1,0,0,0,0,1,0
19,0,1,43,6.05444,2,0.451,0.113,0,1,1,1,0,0,0,0,0,0,0,0
2,1,0,29,5.24175,0,0.52,0.13,0,1,1,1,0,0,0,0,0,1,0,0
1,1,0,30,6.39859,2,0.32,0.08,0,1,1,0,0,0,0,1,0,0,0,0
1,0,0,24,4.55388,1,0.52,0.13,0,0,1,0,0,1,0,0,0,1,0,0
2,1,0,33,6.34212,3,0.338,0.085,1,1,0,1,0,0,0,0,0,0,0,0
3,0,1,36,5.64897,0,0.52,0.13,1,0,0,1,1,1,0,1,0,0,0,0
25,0,0,46,4.84419,1,0.52,0.13,0,1,1,0,0,1,0,0,0,0,1,0
3,0,0,32,5.64897,0,0.52,0.13,0,0,0,0,0,1,0,0,0,1,0,0
2,1,0,36,6.8533,2,0.203,0.051,1,1,0,1,0,0,0,0,0,0,0,0
5,0,1,44,5.33754,4,0.52,0.208,0,1,1,1,1,1,0,0,0,0,0,0
5,1,0,35,6.29157,6,0.423,0.169,0,1,1,0,0,0,0,0,0,0,0,0
4,0,1,23,4.95583,2,0.52,0.208,0,0,1,0,0,1,0,0,0,0,0,0
1,0,1,50,4.91265,1,0.52,0.208,1,0,1,0,0,1,0,0,0,0,0,0
3,0,0,22,5.36129,3,0.52,0.208,0,0,0,1,0,1,0,1,0,0,0,0
9,1,0,35,5.42495,1,0.52,0.208,0,0,0,0,0,0,0,0,0,1,0,0
3,1,1,28,5.11199,9,0.52,0.208,1,1,0,1,0,0,0,0,0,1,0,0
1,1,1,50,5.92959,5,0.52,0.208,1,0,1,0,0,0,0,0,0,0,1,0
3,0,1,29,5.24175,0,0.52,0.208,0,0,0,0,0,1,0,0,0,0,0,0
27,0,1,61,5.52545,23,0.52,0.208,1,0,1,0,1,1,0,0,0,0,1,0
3,0,0,31,5.18739,0,0.52,0.208,1,0,1,1,1,1,0,0,0,0,0,0
3,0,1,41,6.2653,15,0.434,0.174,1,1,0,1,0,0,0,0,1,0,0,0
5,0,1,26,5.57973,2,0.52,0.208,0,0,0,0,0,1,0,0,0,0,1,0
2,0,0,30,5.24175,1,0.52,0.208,1,0,0,1,0,1,0,1,0,0,0,0
1,1,0,29,5.54518,6,0.52,0.208,1,1,0,1,0,1,0,0,0,1,0,0
4,0,1,26,6.10925,1,0.507,0.203,0,1,1,1,0,0,0,0,0,0,0,0
3,0,1,47,5.93754,0,0.52,0.208,1,1,0,0,0,1,0,1,0,0,0,0
3,0,1,24,5.57973,0,0.52,0.208,0,0,0,0,0,1,0,1,0,0,0,0
2,1,0,29,5.93754,1,0.52,0.208,1,1,0,0,0,1,0,0,0,0,0,0
8,0,1,35,5.80513,2,0.52,0.208,0,0,1,0,0,0,0,0,0,0,1,0
5,0,1,44,6.63068,0,0.301,0.121,1,1,0,1,0,1,0,1,0,0,0,0
3,0,1,41,6.34212,0,0.402,0.161,1,1,0,0,0,1,0,1,0,0,0,0
2,0,1,31,5.93754,5,0.52,0.208,1,0,1,0,0,0,0,0,0,0,1,0
11,0,1,48,6.07764,28,0.52,0.208,1,1,0,1,0,1,0,0,0,0,0,0
12,0,1,21,5.1299,2,0.52,0.208,0,0,0,0,0,1,0,0,0,0,0,0
14,0,1,37,6.25575,7,0.438,0.175,1,0,0,0,0,1,0,0,1,0,0,0
1,1,0,40,6.16121,4,0.482,0.193,1,1,0,1,0,1,0,0,0,0,0,0
15,0,1,53,5.24175,1,0.52,0.208,0,1,1,0,0,1,0,0,0,0,0,0
3,1,1,26,5.99396,0,0.52,0.208,1,1,0,1,0,0,0,0,0,0,1,0
7,0,1,41,6.39192,19,0.267,0.133,0,1,1,1,1,1,0,0,0,0,1,0
4,0,0,36,4.77068,3,0.48,0.24,0,0,0,0,0,1,0,0,0,0,1,0
2,1,0,53,6.56527,3,0.224,0.112,1,1,0,0,0,0,0,0,0,0,1,0
2,1,0,49,6.48311,4,0.243,0.122,1,1,0,1,0,0,0,0,0,0,1,0
3,0,0,34,4.95583,1,0.48,0.24,1,0,1,0,1,1,0,0,0,0,1,0
3,0,1,35,5.83773,12,0.464,0.232,1,0,1,1,1,1,0,0,0,0,0,0
3,0,1,58,6.53814,22,0.23,0.115,1,1,0,0,0,0,0,0,0,0,0,0
18,1,1,31,6.70441,8,0.195,0.097,1,1,0,1,0,0,0,1,0,0,0,0
1,1,0,42,5.94803,2,0.416,0.208,0,1,1,1,0,0,0,0,0,0,1,0
1,0,1,23,5.80513,1,0.48,0.24,1,1,0,1,0,1,0,0,0,0,0,0
3,1,0,40,6.16121,18,0.336,0.168,0,1,1,1,0,0,0,0,0,0,0,0
16,0,1,27,5.1358,2,0.48,0.24,0,0,0,0,1,1,0,0,1,0,0,0
3,1,1,41,5.93754,7,0.42,0.21,1,1,0,1,0,1,0,1,0,0,0,0
1,1,0,40,5.83188,2,0.467,0.233,1,1,0,1,0,1,0,0,0,0,0,0
11,0,1,47,5.46806,2,0.48,0.24,1,1,0,1,0,0,0,0,0,1,0,0
3,0,1,49,6.63068,0,0.21,0.105,1,1,0,0,0,1,0,1,0,0,0,0
11,0,1,51,5.24175,7,0.48,0.24,1,1,0,0,0,1,0,0,0,1,0,0
12,0,1,61,6.25575,25,0.305,0.153,1,1,0,0,0,1,0,0,0,0,0,0
2,0,1,61,6.29711,40,0.293,0.147,1,1,0,0,0,1,0,0,0,0,0,0
8,0,1,61,4.95583,7,0.48,0.24,1,1,0,0,0,1,0,0,0,0,0,0
5,1,1,23,5.64897,3,0.48,0.24,0,0,0,0,1,1,0,0,0,0,0,0
1,0,0,28,4.95583,0,0.48,0.24,0,1,1,1,0,0,0,0,0,0,0,0
6,0,0,39,4.84419,0,0.48,0.24,1,1,0,1,0,1,0,0,0,0,1,0
1,0,0,31,6.16121,3,0.336,0.168,0,0,0,0,0,1,0,0,1,0,0,0
3,0,0,49,5.80513,2,0.48,0.24,0,1,1,0,1,0,0,0,0,0,1,0
9,0,0,56,6.28786,36,0.296,0.148,1,0,0,0,0,1,0,0,0,0,0,0
2,1,0,27,5.93754,0,0.42,0.21,0,1,1,1,0,0,0,0,0,0,0,0
1,1,0,31,5.46806,2,0.48,0.24,1,1,0,1,0,1,0,0,0,0,1,0
5,0,1,35,5.83188,2,0.467,0.233,0,1,1,1,0,0,0,0,0,0,0,0
4,0,1,44,5.93754,5,0.42,0.21,1,1,0,1,1,1,0,0,0,0,0,0
4,0,1,24,6.56527,2,0.224,0.112,1,1,0,1,0,1,0,0,0,0,0,0
13,1,1,20,4.77068,1,0.48,0.24,0,1,1,1,0,0,0,0,0,0,0,0
5,1,1,41,6.63068,0,0.21,0.105,1,1,0,1,0,1,0,1,0,0,0,0
3,0,0,20,4.95583,0,0.48,0.24,1,0,1,0,0,1,0,0,0,1,0,0
11,1,1,50,6.27288,16,0.3,0.15,1,1,0,1,0,1,0,0,0,0,0,0
15,0,1,43,6.16121,20,0.336,0.168,1,1,0,1,1,0,0,0,0,0,0,0
1,1,0,27,6.30445,2,0.291,0.146,1,0,0,0,0,0,0,0,0,1,0,0
7,0,1,31,6.55251,3,0.227,0.114,1,0,0,0,0,1,0,1,0,0,0,0
2,0,0,23,5.80513,0,0.48,0.24,1,0,1,0,0,0,0,0,0,0,0,0
12,0,0,37,6.1203,2,0.35,0.175,0,1,1,1,1,0,0,0,0,0,1,0
2,1,0,35,6.63068,15,0.21,0.105,1,1,0,1,0,1,0,0,0,0,0,0
2,1,1,36,6.16121,10,0.336,0.168,1,1,0,1,0,1,0,0,0,0,0,0
7,0,0,30,5.46806,0,0.48,0.24,0,1,1,1,0,1,0,0,0,0,1,0
14,0,1,50,5.69036,17,0.48,0.24,1,1,0,0,0,1,0,0,0,0,0,0
7,0,1,38,5.64897,5,0.48,0.24,1,0,0,0,0,0,0,0,0,0,0,1
7,0,1,35,6.42325,1,0.258,0.129,1,0,1,1,1,0,0,0,0,0,0,0
1,1,0,49,4.7362,7,0.48,0.24,1,0,0,0,0,1,0,0,0,1,0,0
17,0,1,41,6.25575,15,0.305,0.153,1,1,0,1,0,1,0,0,0,0,0,0
5,0,1,20,5.24175,1,0.48,0.24,0,0,0,1,0,1,0,0,0,0,0,0
10,0,1,32,6.49678,4,0.24,0.12,1,1,0,1,0,1,0,1,0,0,0,0
9,0,1,22,5.40717,1,0.48,0.24,1,1,0,0,0,1,0,0,0,0,0,0
13,0,1,38,6.16121,5,0.336,0.168,1,1,0,1,0,1,0,1,0,0,0,0
1,0,0,23,4.55388,2,0.5,0.1,0,0,1,0,0,0,0,0,0,1,0,0
1,1,0,29,5.46806,1,0.5,0.1,1,0,1,0,0,0,0,0,0,0,1,0
1,1,0,21,5.46806,2,0.5,0.1,0,1,1,0,0,0,0,0,0,0,0,0
1,1,0,35,5.64897,1,0.49,0.098,1,0,1,1,0,0,0,0,0,0,1,0
4,0,1,26,6.34212,1,0.245,0.049,1,0,0,0,0,0,0,0,0,0,1,0
16,0,0,47,6.39859,2,0.232,0.046,1,0,1,0,0,0,0,0,0,1,0,0
1,0,0,21,4.95583,0,0.5,0.1,0,0,0,0,1,1,0,0,0,1,0,0
11,0,1,39,6.24611,19,0.27,0.054,1,0,0,0,1,1,0,0,0,0,0,0
13,0,1,30,6.41017,3,0.229,0.046,1,1,0,1,0,1,0,0,0,0,0,0
8,0,1,25,5.36129,2,0.5,0.1,1,0,1,0,0,0,0,0,0,1,0,0
4,0,1,27,5.64897,1,0.49,0.098,0,1,1,1,0,1,0,0,0,0,0,0
16,1,0,37,7.1507,10,0.109,0.022,1,1,0,0,0,0,0,0,0,0,0,0
1,1,0,48,6.76504,5,0.161,0.032,1,1,0,1,0,0,0,0,0,0,0,0
3,0,0,25,6.56527,0,0.196,0.039,1,1,0,0,0,1,0,1,0,0,0,0
3,0,0,24,5.40717,0,0.5,0.1,1,1,0,1,0,1,0,1,0,0,0,0
2,1,1,40,5.93754,14,0.368,0.074,1,1,0,0,0,0,0,0,0,1,0,0
4,0,0,49,6.01372,18,0.34,0.068,0,1,1,0,0,1,0,0,0,1,0,0
5,0,0,32,5.48894,0,0.5,0.1,1,1,0,1,0,1,0,0,0,1,0,0
5,1,1,34,5.97381,14,0.354,0.071,1,1,0,1,0,1,0,0,0,0,0,0
11,0,1,38,5.02388,0,0.5,0.1,0,1,1,1,0,0,0,0,0,1,0,0
6,1,1,25,6.05444,1,0.327,0.065,1,1,0,1,0,1,0,0,0,1,0,0
12,1,1,31,5.71373,2,0.459,0.092,1,1,0,0,0,1,0,0,0,0,1,0
11,0,1,32,6.74759,4,0.163,0.033,1,1,0,1,0,0,0,0,0,0,1,0
2,1,0,45,6.16121,26,0.294,0.059,1,0,0,0,0,0,0,1,0,0,0,0
4,0,1,34,5.77455,11,0.432,0.086,0,1,1,1,0,1,0,0,0,0,1,0
3,0,1,32,5.80513,13,0.42,0.084,1,1,0,1,0,1,0,0,0,0,0,0
2,1,0,36,5.87212,0,0.392,0.078,1,1,0,0,0,1,0,1,0,0,0,0
6,0,1,34,5.56068,0,0.5,0.1,0,1,1,0,0,0,0,1,0,0,0,0
1,1,0,43,5.24175,3,0.5,0.1,1,1,0,1,0,0,0,0,0,0,1,0
9,0,1,40,6.30079,5,0.256,0.051,1,1,0,1,1,1,0,0,0,0,0,0
4,1,0,20,5.64897,0,0.49,0.098,1,1,0,0,0,1,0,1,0,0,0,0
27,0,0,21,4.26268,3,0.5,0.1,0,0,1,0,1,0,0,0,0,0,1,0
5,0,1,37,6.1203,3,0.306,0.061,1,1,0,1,0,1,0,1,0,0,0,0
9,1,1,27,6.16121,4,0.294,0.059,1,1,0,0,0,1,0,0,1,0,0,0
8,0,1,42,6.8533,1,0.147,0.029,1,1,0,1,0,1,0,1,0,0,0,0
4,0,0,47,6.34212,7,0.245,0.049,1,1,0,1,0,0,0,1,0,0,0,0
1,1,1,26,4.95583,0,0.5,0.1,0,0,0,1,0,1,0,0,0,0,0,0
3,0,0,27,5.46806,2,0.5,0.1,1,1,0,1,0,1,0,0,0,0,1,0
1,0,1,52,6.16121,33,0.294,0.059,1,1,0,0,0,1,0,0,0,0,0,0
11,0,1,47,5.93754,3,0.368,0.074,0,1,1,1,0,1,0,0,1,0,0,0
3,1,0,47,6.42325,9,0.226,0.045,1,1,0,0,0,1,0,0,0,0,0,0
3,0,0,40,6.16121,0,0.294,0.059,1,1,0,1,0,1,0,1,0,0,0,0
